代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),
SPX.GI,标普500,2005-07-07,1194.94,1198.46,1183.55,1197.87,1296454400,N/A,
SPX.GI,标普500,2005-07-08,1197.87,1212.73,1197.2,1211.86,1188141440,N/A,
SPX.GI,标普500,2005-07-11,1211.86,1220.03,1211.86,1219.44,1146468608,N/A,
SPX.GI,标普500,2005-07-12,1219.44,1225.54,1216.6,1222.21,1188026624,N/A,
SPX.GI,标普500,2005-07-13,1222.21,1224.46,1219.64,1223.29,1110831232,N/A,
SPX.GI,标普500,2005-07-14,1223.29,1233.16,1223.29,1226.5,1347912320,N/A,
SPX.GI,标普500,2005-07-15,1226.5,1229.53,1223.5,1227.92,1164307200,N/A,
SPX.GI,标普500,2005-07-18,1227.92,1227.92,1221.13,1221.13,977703872,N/A,
SPX.GI,标普500,2005-07-19,1221.13,1230.34,1221.13,1229.35,1324184576,N/A,
SPX.GI,标普500,2005-07-20,1229.35,1236.56,1222.91,1235.2,1412872192,N/A,
SPX.GI,标普500,2005-07-21,1235.2,1235.83,1224.7,1227.04,1412402048,N/A,
SPX.GI,标普500,2005-07-22,1227.04,1234.19,1226.15,1233.68,1141688192,N/A,
SPX.GI,标普500,2005-07-25,1233.68,1238.36,1228.15,1229.03,1054803584,N/A,
SPX.GI,标普500,2005-07-26,1229.03,1234.42,1229.03,1231.16,1199339648,N/A,
SPX.GI,标普500,2005-07-27,1231.16,1237.64,1230.15,1236.79,1211184000,N/A,
SPX.GI,标普500,2005-07-28,1236.79,1245.15,1235.81,1243.72,1179351040,N/A,
SPX.GI,标普500,2005-07-29,1243.72,1245.04,1234.18,1234.18,1118531840,N/A,
SPX.GI,标普500,2005-08-01,1234.18,1239.1,1233.8,1235.35,1046121920,N/A,
SPX.GI,标普500,2005-08-02,1235.35,1244.69,1235.35,1244.12,1265560704,N/A,
SPX.GI,标普500,2005-08-03,1244.12,1245.86,1240.57,1245.04,1255644672,N/A,
SPX.GI,标普500,2005-08-04,1245.04,1245.04,1235.15,1235.86,1169616896,N/A,
SPX.GI,标普500,2005-08-05,1235.86,1235.86,1225.62,1226.42,1117619840,N/A,
SPX.GI,标普500,2005-08-08,1226.42,1232.28,1222.67,1223.13,1037943872,N/A,
SPX.GI,标普500,2005-08-09,1223.13,1234.11,1223.13,1231.38,1092149504,N/A,
SPX.GI,标普500,2005-08-10,1231.38,1242.69,1226.58,1229.13,1312080128,N/A,
SPX.GI,标普500,2005-08-11,1229.13,1237.81,1228.33,1237.81,1149537024,N/A,
SPX.GI,标普500,2005-08-12,1237.81,1237.81,1225.87,1230.39,1165864576,N/A,
SPX.GI,标普500,2005-08-15,1230.4,1236.24,1226.2,1233.87,946172736,N/A,
SPX.GI,标普500,2005-08-16,1233.87,1233.87,1219.05,1219.34,1099034368,N/A,
SPX.GI,标普500,2005-08-17,1219.34,1225.63,1218.07,1220.24,1145808640,N/A,
SPX.GI,标普500,2005-08-18,1220.24,1222.64,1215.93,1219.02,1040945024,N/A,
SPX.GI,标普500,2005-08-19,1219.02,1225.08,1219.02,1219.71,990882624,N/A,
SPX.GI,标普500,2005-08-22,1219.71,1228.96,1216.47,1221.73,942456896,N/A,
SPX.GI,标普500,2005-08-23,1221.73,1223.04,1214.44,1217.57,1002890496,N/A,
SPX.GI,标普500,2005-08-24,1217.57,1224.15,1209.37,1209.59,1190234752,N/A,
SPX.GI,标普500,2005-08-25,1209.59,1213.73,1209.57,1212.4,932132928,N/A,
SPX.GI,标普500,2005-08-26,1212.4,1212.4,1204.23,1205.1,915256448,N/A,
SPX.GI,标普500,2005-08-29,1205.1,1214.28,1201.53,1212.28,933592896,N/A,
SPX.GI,标普500,2005-08-30,1212.28,1212.28,1201.07,1208.41,1131433600,N/A,
SPX.GI,标普500,2005-08-31,1208.41,1220.36,1204.4,1220.33,1397745536,N/A,
SPX.GI,标普500,2005-09-01,1220.33,1227.29,1216.18,1221.59,1357155072,N/A,
SPX.GI,标普500,2005-09-02,1221.59,1224.45,1217.75,1218.02,975556864,N/A,
SPX.GI,标普500,2005-09-06,1218.02,1233.61,1218.02,1233.39,1087979520,N/A,
SPX.GI,标普500,2005-09-07,1233.39,1237.06,1230.93,1236.36,1163961600,N/A,
SPX.GI,标普500,2005-09-08,1236.36,1236.36,1229.51,1231.67,1224166912,N/A,
SPX.GI,标普500,2005-09-09,1231.67,1243.13,1231.67,1241.48,1215275648,N/A,
SPX.GI,标普500,2005-09-12,1241.48,1242.6,1239.15,1240.56,1249371904,N/A,
SPX.GI,标普500,2005-09-13,1240.57,1240.57,1231.2,1231.2,1278492544,N/A,
SPX.GI,标普500,2005-09-14,1231.2,1234.74,1226.16,1227.16,1208679808,N/A,
SPX.GI,标普500,2005-09-15,1227.16,1231.88,1224.85,1227.73,1234468096,N/A,
SPX.GI,标普500,2005-09-16,1228.42,1237.95,1228.42,1237.91,2424487680,N/A,
SPX.GI,标普500,2005-09-19,1237.91,1237.91,1227.65,1231.02,1211224192,N/A,
SPX.GI,标普500,2005-09-20,1231.02,1236.49,1220.07,1221.34,1351559040,N/A,
SPX.GI,标普500,2005-09-21,1221.34,1221.52,1209.89,1210.2,1452930304,N/A,
SPX.GI,标普500,2005-09-22,1210.2,1216.64,1205.35,1214.62,1374017024,N/A,
SPX.GI,标普500,2005-09-23,1214.62,1218.83,1209.8,1215.29,1245660800,N/A,
SPX.GI,标普500,2005-09-26,1215.29,1222.56,1211.84,1215.63,1225258496,N/A,
SPX.GI,标普500,2005-09-27,1215.63,1220.17,1211.11,1215.66,1181024512,N/A,
SPX.GI,标普500,2005-09-28,1215.66,1220.98,1212.72,1216.89,1274659712,N/A,
SPX.GI,标普500,2005-09-29,1216.89,1228.7,1211.54,1227.68,1297961600,N/A,
SPX.GI,标普500,2005-09-30,1227.68,1229.57,1225.22,1228.81,1221459072,N/A,
SPX.GI,标普500,2005-10-10,1228.81,1196.52,1186.12,1187.33,1308230656,N/A,
SPX.GI,标普500,2005-10-11,1187.33,1193.1,1183.16,1184.87,1350030592,N/A,
SPX.GI,标普500,2005-10-12,1184.87,1190.02,1173.65,1177.68,1511695488,N/A,
SPX.GI,标普500,2005-10-13,1177.68,1179.56,1168.2,1176.84,1403612288,N/A,
SPX.GI,标普500,2005-10-14,1176.84,1187.13,1175.44,1186.57,1263004928,N/A,
SPX.GI,标普500,2005-10-17,1186.57,1191.21,1184.48,1190.1,1146975488,N/A,
SPX.GI,标普500,2005-10-18,1190.1,1190.1,1178.13,1178.14,1295642112,N/A,
SPX.GI,标普500,2005-10-19,1178.14,1195.76,1170.55,1195.76,1604523776,N/A,
SPX.GI,标普500,2005-10-20,1195.76,1197.3,1173.3,1177.8,1557352576,N/A,
SPX.GI,标普500,2005-10-21,1177.8,1186.46,1174.92,1179.59,1585291008,N/A,
SPX.GI,标普500,2005-10-24,1179.59,1199.39,1179.59,1199.38,1304580608,N/A,
SPX.GI,标普500,2005-10-25,1199.38,1201.3,1189.29,1196.54,1325766528,N/A,
SPX.GI,标普500,2005-10-26,1196.54,1204.01,1191.38,1191.38,1460242176,N/A,
SPX.GI,标普500,2005-10-27,1191.38,1192.65,1178.89,1178.9,1327645568,N/A,
SPX.GI,标普500,2005-10-28,1178.9,1198.41,1178.9,1198.41,1490456192,N/A,
SPX.GI,标普500,2005-10-31,1198.41,1211.43,1198.41,1207.01,1603363968,N/A,
SPX.GI,标普500,2005-11-01,1207.01,1207.34,1201.66,1202.76,1518071168,N/A,
SPX.GI,标普500,2005-11-02,1202.76,1215.17,1201.07,1214.76,1711292032,N/A,
SPX.GI,标普500,2005-11-03,1214.76,1224.7,1214.76,1219.94,1703798400,N/A,
SPX.GI,标普500,2005-11-04,1219.94,1222.52,1214.45,1220.14,1253363456,N/A,
SPX.GI,标普500,2005-11-07,1220.14,1224.18,1217.29,1222.81,1379179008,N/A,
SPX.GI,标普500,2005-11-08,1222.81,1222.81,1216.08,1218.59,1145893120,N/A,
SPX.GI,标普500,2005-11-09,1218.59,1226.59,1216.53,1220.65,1224958080,N/A,
SPX.GI,标普500,2005-11-10,1220.65,1232.41,1215.05,1230.96,1449130240,N/A,
SPX.GI,标普500,2005-11-11,1230.96,1235.7,1230.72,1234.72,1024365248,N/A,
SPX.GI,标普500,2005-11-14,1234.72,1237.2,1231.78,1233.76,1074421248,N/A,
SPX.GI,标普500,2005-11-15,1233.76,1237.94,1226.41,1229.01,1318507904,N/A,
SPX.GI,标普500,2005-11-16,1229.01,1232.24,1227.18,1231.21,1274243968,N/A,
SPX.GI,标普500,2005-11-17,1231.21,1242.96,1231.21,1242.8,1348633600,N/A,
SPX.GI,标普500,2005-11-18,1242.8,1249.58,1240.71,1248.27,1592481280,N/A,
SPX.GI,标普500,2005-11-21,1248.27,1255.89,1246.9,1254.85,1227532544,N/A,
SPX.GI,标普500,2005-11-22,1254.85,1261.9,1251.4,1261.23,1382208000,N/A,
SPX.GI,标普500,2005-11-23,1261.23,1270.64,1259.51,1265.61,1177138688,N/A,
SPX.GI,标普500,2005-11-25,1265.61,1268.78,1265.54,1268.25,466539328,N/A,
SPX.GI,标普500,2005-11-28,1268.25,1268.44,1257.17,1257.46,1165178112,N/A,
SPX.GI,标普500,2005-11-29,1257.46,1266.18,1257.46,1257.48,1337174016,N/A,
SPX.GI,标普500,2005-11-30,1257.48,1260.93,1249.39,1249.48,1407916544,N/A,
SPX.GI,标普500,2005-12-01,1249.48,1266.17,1249.48,1264.67,1495709824,N/A,
SPX.GI,标普500,2005-12-02,1264.67,1266.85,1261.42,1265.08,1163507456,N/A,
SPX.GI,标普500,2005-12-05,1265.08,1265.08,1258.12,1262.09,1248159872,N/A,
SPX.GI,标普500,2005-12-06,1262.09,1272.89,1262.09,1263.7,1265914496,N/A,
SPX.GI,标普500,2005-12-07,1263.7,1264.85,1253.02,1257.37,1236777600,N/A,
SPX.GI,标普500,2005-12-08,1257.37,1263.36,1250.91,1255.84,1330491392,N/A,
SPX.GI,标普500,2005-12-09,1255.84,1263.08,1254.24,1259.37,1131954560,N/A,
SPX.GI,标普500,2005-12-12,1259.37,1263.86,1255.52,1260.43,1102328064,N/A,
SPX.GI,标普500,2005-12-13,1260.43,1272.11,1258.56,1267.43,1432521216,N/A,
SPX.GI,标普500,2005-12-14,1267.43,1275.8,1267.07,1272.74,1334287744,N/A,
SPX.GI,标普500,2005-12-15,1272.74,1275.17,1267.74,1270.94,1269633408,N/A,
SPX.GI,标普500,2005-12-16,1270.94,1275.24,1267.32,1267.32,2028336896,N/A,
SPX.GI,标普500,2005-12-19,1267.32,1270.51,1259.28,1259.92,1348819456,N/A,
SPX.GI,标普500,2005-12-20,1259.92,1263.86,1257.21,1259.62,1211689216,N/A,
SPX.GI,标普500,2005-12-21,1259.62,1269.37,1259.62,1262.79,1159580288,N/A,
SPX.GI,标普500,2005-12-22,1262.79,1268.19,1262.5,1268.12,1060674304,N/A,
SPX.GI,标普500,2005-12-23,1268.12,1269.76,1265.92,1268.66,683380800,N/A,
SPX.GI,标普500,2005-12-27,1268.66,1271.83,1256.54,1256.54,859384640,N/A,
SPX.GI,标普500,2005-12-28,1256.54,1261.1,1256.54,1258.17,793248192,N/A,
SPX.GI,标普500,2005-12-29,1258.17,1260.61,1254.18,1254.42,765446720,N/A,
SPX.GI,标普500,2005-12-30,1254.42,1254.42,1246.59,1248.29,864655168,N/A,
SPX.GI,标普500,2006-01-04,1248.29,1275.37,1267.74,1273.46,1441446144,N/A,
SPX.GI,标普500,2006-01-05,1273.46,1276.91,1270.3,1273.48,1412413952,N/A,
SPX.GI,标普500,2006-01-06,1273.48,1286.09,1273.48,1285.45,1523095424,N/A,
SPX.GI,标普500,2006-01-09,1285.45,1290.78,1284.82,1290.15,1310386944,N/A,
SPX.GI,标普500,2006-01-10,1290.15,1290.15,1283.76,1289.69,1376552576,N/A,
SPX.GI,标普500,2006-01-11,1289.72,1294.9,1288.12,1294.18,1423781632,N/A,
SPX.GI,标普500,2006-01-12,1294.18,1294.18,1285.04,1286.06,1356548480,N/A,
SPX.GI,标普500,2006-01-13,1286.06,1288.96,1282.78,1287.61,1340075648,N/A,
SPX.GI,标普500,2006-01-17,1287.61,1287.61,1278.61,1282.93,1285842944,N/A,
SPX.GI,标普500,2006-01-18,1282.93,1282.93,1272.08,1277.93,1497695104,N/A,
SPX.GI,标普500,2006-01-19,1277.93,1287.79,1277.93,1285.04,1562946176,N/A,
SPX.GI,标普500,2006-01-20,1285.04,1285.04,1260.92,1261.49,1814203520,N/A,
SPX.GI,标普500,2006-01-23,1261.49,1268.19,1261.49,1263.82,1489123200,N/A,
SPX.GI,标普500,2006-01-24,1263.82,1271.47,1263.82,1266.86,1790557824,N/A,
SPX.GI,标普500,2006-01-25,1266.86,1271.87,1259.42,1264.68,1846179840,N/A,
SPX.GI,标普500,2006-02-06,1264.68,1267.04,1261.62,1265.02,1402369024,N/A,
SPX.GI,标普500,2006-02-07,1265.02,1265.78,1253.61,1254.78,1640392832,N/A,
SPX.GI,标普500,2006-02-08,1254.78,1266.47,1254.78,1265.65,1685294464,N/A,
SPX.GI,标普500,2006-02-09,1265.65,1274.56,1262.8,1263.78,1654287744,N/A,
SPX.GI,标普500,2006-02-10,1263.82,1269.89,1254.98,1266.99,1482610688,N/A,
SPX.GI,标普500,2006-02-13,1266.99,1266.99,1258.34,1262.86,1181821056,N/A,
SPX.GI,标普500,2006-02-14,1262.86,1278.21,1260.8,1275.53,1567124992,N/A,
SPX.GI,标普500,2006-02-15,1275.53,1281,1271.06,1280,1562718848,N/A,
SPX.GI,标普500,2006-02-16,1280,1289.39,1280,1289.38,1509607296,N/A,
SPX.GI,标普500,2006-02-17,1289.38,1289.47,1284.07,1287.24,1533955328,N/A,
SPX.GI,标普500,2006-02-21,1287.24,1291.92,1281.33,1283.03,1342078976,N/A,
SPX.GI,标普500,2006-02-22,1283.03,1294.17,1283.03,1292.67,1545437056,N/A,
SPX.GI,标普500,2006-02-23,1292.67,1293.84,1285.14,1287.79,1412882688,N/A,
SPX.GI,标普500,2006-02-24,1287.79,1292.11,1285.62,1289.43,1195747072,N/A,
SPX.GI,标普500,2006-02-27,1289.43,1297.57,1289.43,1294.12,1308112896,N/A,
SPX.GI,标普500,2006-02-28,1294.12,1294.12,1278.66,1280.66,1698687232,N/A,
SPX.GI,标普500,2006-03-01,1280.66,1291.8,1280.66,1291.24,1639065856,N/A,
SPX.GI,标普500,2006-03-02,1291.24,1291.24,1283.21,1289.14,1669569920,N/A,
SPX.GI,标普500,2006-03-03,1289.14,1297.33,1284.2,1287.23,1719352192,N/A,
SPX.GI,标普500,2006-03-06,1287.23,1288.23,1275.67,1278.26,1568312320,N/A,
SPX.GI,标普500,2006-03-07,1278.26,1278.26,1271.11,1275.88,1477081984,N/A,
SPX.GI,标普500,2006-03-08,1275.88,1280.33,1268.42,1278.47,1596542208,N/A,
SPX.GI,标普500,2006-03-09,1278.47,1282.74,1272.23,1272.23,1434043136,N/A,
SPX.GI,标普500,2006-03-10,1272.23,1284.37,1271.11,1281.58,1395571840,N/A,
SPX.GI,标普500,2006-03-13,1281.58,1287.37,1281.58,1284.13,1311119232,N/A,
SPX.GI,标普500,2006-03-14,1284.13,1298.14,1282.67,1297.48,1386994176,N/A,
SPX.GI,标普500,2006-03-15,1297.48,1304.4,1294.97,1303.02,1605309312,N/A,
SPX.GI,标普500,2006-03-16,1303.02,1310.45,1303.02,1305.33,1719596288,N/A,
SPX.GI,标普500,2006-03-17,1305.33,1309.79,1305.32,1307.25,2043665408,N/A,
SPX.GI,标普500,2006-03-20,1307.25,1310,1303.59,1305.08,1351873024,N/A,
SPX.GI,标普500,2006-03-21,1305.08,1310.88,1295.82,1297.23,1635687168,N/A,
SPX.GI,标普500,2006-03-22,1297.23,1305.97,1295.81,1305.04,1503684352,N/A,
SPX.GI,标普500,2006-03-23,1305.04,1305.04,1298.11,1301.67,1418438528,N/A,
SPX.GI,标普500,2006-03-24,1301.67,1306.53,1298.89,1302.95,1392789376,N/A,
SPX.GI,标普500,2006-03-27,1302.95,1303.74,1299.09,1301.61,1286238592,N/A,
SPX.GI,标普500,2006-03-28,1301.61,1306.24,1291.84,1293.23,1475092736,N/A,
SPX.GI,标普500,2006-03-29,1293.23,1305.6,1293.23,1302.89,1645525888,N/A,
SPX.GI,标普500,2006-03-30,1302.89,1310.15,1296.72,1300.25,1492838016,N/A,
SPX.GI,标普500,2006-03-31,1300.25,1303,1294.83,1294.83,1454770816,N/A,
SPX.GI,标普500,2006-04-03,1302.88,1309.19,1296.65,1297.81,1534002048,N/A,
SPX.GI,标普500,2006-04-04,1297.81,1307.55,1294.71,1305.93,1471913728,N/A,
SPX.GI,标普500,2006-04-05,1305.93,1312.81,1304.82,1311.56,1567875840,N/A,
SPX.GI,标普500,2006-04-06,1311.56,1311.99,1302.44,1309.04,1512238592,N/A,
SPX.GI,标普500,2006-04-07,1309.04,1314.07,1294.18,1295.5,1405824768,N/A,
SPX.GI,标普500,2006-04-10,1295.51,1300.74,1293.17,1296.6,1265297280,N/A,
SPX.GI,标普500,2006-04-11,1296.6,1300.71,1282.96,1286.57,1535131008,N/A,
SPX.GI,标普500,2006-04-12,1286.57,1290.93,1286.45,1288.12,1237766400,N/A,
SPX.GI,标普500,2006-04-13,1288.12,1292.09,1283.37,1289.12,1158771712,N/A,
SPX.GI,标普500,2006-04-17,1289.12,1292.45,1280.74,1285.33,1222443264,N/A,
SPX.GI,标普500,2006-04-18,1285.33,1309.02,1285.33,1307.65,1765909376,N/A,
SPX.GI,标普500,2006-04-19,1307.65,1310.39,1302.79,1309.93,1613775104,N/A,
SPX.GI,标普500,2006-04-20,1309.93,1318.16,1306.38,1311.46,1733538560,N/A,
SPX.GI,标普500,2006-04-21,1311.46,1317.67,1306.59,1311.28,1802720128,N/A,
SPX.GI,标普500,2006-04-24,1311.28,1311.28,1303.79,1308.11,1445496448,N/A,
SPX.GI,标普500,2006-04-25,1308.11,1310.79,1299.17,1301.74,1670773248,N/A,
SPX.GI,标普500,2006-04-26,1301.74,1310.97,1301.74,1305.41,1635965568,N/A,
SPX.GI,标普500,2006-04-27,1305.41,1315,1295.57,1309.72,2029641088,N/A,
SPX.GI,标普500,2006-04-28,1309.72,1316.04,1306.16,1310.61,2061429760,N/A,
SPX.GI,标普500,2006-05-08,1310.61,1326.7,1322.87,1324.66,1467416448,N/A,
SPX.GI,标普500,2006-05-09,1324.66,1326.6,1322.48,1325.14,1469779840,N/A,
SPX.GI,标普500,2006-05-10,1324.57,1325.51,1317.44,1322.85,1490166784,N/A,
SPX.GI,标普500,2006-05-11,1322.63,1322.63,1303.45,1305.92,1737906816,N/A,
SPX.GI,标普500,2006-05-12,1305.88,1305.88,1290.38,1291.24,1681305984,N/A,
SPX.GI,标普500,2006-05-15,1291.19,1294.81,1284.51,1294.5,1575865600,N/A,
SPX.GI,标普500,2006-05-16,1294.5,1297.88,1288.51,1292.08,1550514432,N/A,
SPX.GI,标普500,2006-05-17,1291.73,1291.73,1267.31,1270.32,1919180544,N/A,
SPX.GI,标普500,2006-05-18,1270.25,1274.89,1261.75,1261.81,1656374016,N/A,
SPX.GI,标普500,2006-05-19,1261.81,1272.15,1256.28,1267.03,2106434304,N/A,
SPX.GI,标普500,2006-05-22,1267.03,1268.77,1252.98,1262.07,1738738560,N/A,
SPX.GI,标普500,2006-05-23,1262.06,1273.67,1256.15,1256.58,1723477248,N/A,
SPX.GI,标普500,2006-05-24,1256.56,1264.53,1245.34,1258.57,1975359616,N/A,
SPX.GI,标普500,2006-05-25,1258.41,1273.26,1258.41,1272.88,1539391104,N/A,
SPX.GI,标普500,2006-05-26,1272.71,1280.54,1272.5,1280.16,1164525056,N/A,
SPX.GI,标普500,2006-05-30,1280.04,1280.04,1259.84,1259.84,1378810240,N/A,
SPX.GI,标普500,2006-05-31,1259.38,1270.09,1259.38,1270.09,1815750656,N/A,
SPX.GI,标普500,2006-06-01,1270.05,1285.71,1269.19,1285.71,1583768320,N/A,
SPX.GI,标普500,2006-06-02,1285.71,1290.68,1280.22,1288.22,1439117056,N/A,
SPX.GI,标普500,2006-06-05,1288.16,1288.16,1264.66,1265.29,1332189056,N/A,
SPX.GI,标普500,2006-06-06,1265.23,1269.88,1254.46,1263.85,1712350208,N/A,
SPX.GI,标普500,2006-06-07,1263.61,1272.47,1255.77,1256.15,1640068352,N/A,
SPX.GI,标普500,2006-06-08,1256.08,1259.85,1235.18,1257.93,2277760512,N/A,
SPX.GI,标普500,2006-06-09,1257.93,1262.58,1250.03,1252.3,1385776896,N/A,
SPX.GI,标普500,2006-06-12,1252.27,1255.22,1236.2,1236.4,1442514688,N/A,
SPX.GI,标普500,2006-06-13,1236.08,1243.37,1222.52,1223.69,2019828864,N/A,
SPX.GI,标普500,2006-06-14,1223.66,1231.46,1219.29,1230.04,1785010432,N/A,
SPX.GI,标普500,2006-06-15,1230.01,1258.64,1230.01,1256.16,1788560256,N/A,
SPX.GI,标普500,2006-06-16,1256.16,1256.27,1246.33,1251.54,1976364416,N/A,
SPX.GI,标普500,2006-06-19,1251.54,1255.93,1237.17,1240.14,1370292992,N/A,
SPX.GI,标普500,2006-06-20,1240.12,1249.01,1238.87,1240.12,1323395968,N/A,
SPX.GI,标普500,2006-06-21,1240.09,1257.96,1240.09,1252.2,1504163968,N/A,
SPX.GI,标普500,2006-06-22,1251.92,1251.92,1241.53,1245.6,1351414656,N/A,
SPX.GI,标普500,2006-06-23,1245.59,1253.13,1241.43,1244.5,1288192000,N/A,
SPX.GI,标普500,2006-06-26,1244.5,1250.92,1243.68,1250.56,1131730304,N/A,
SPX.GI,标普500,2006-06-27,1250.55,1253.37,1238.94,1239.2,1422811136,N/A,
SPX.GI,标普500,2006-06-28,1238.99,1247.06,1237.59,1246,1324597888,N/A,
SPX.GI,标普500,2006-06-29,1245.94,1272.88,1245.94,1272.87,1666507136,N/A,
SPX.GI,标普500,2006-06-30,1272.86,1276.3,1270.2,1270.2,1852939008,N/A,
SPX.GI,标普500,2006-07-03,1270.06,1280.38,1270.06,1280.19,593521408,N/A,
SPX.GI,标普500,2006-07-05,1280.05,1280.05,1265.91,1270.91,1233683712,N/A,
SPX.GI,标普500,2006-07-06,1270.58,1278.32,1270.58,1274.08,1205185792,N/A,
SPX.GI,标普500,2006-07-07,1274.08,1275.38,1263.13,1265.48,1368599168,N/A,
SPX.GI,标普500,2006-07-10,1265.46,1274.06,1264.46,1267.34,1200037120,N/A,
SPX.GI,标普500,2006-07-11,1267.26,1273.64,1259.65,1272.52,1597151616,N/A,
SPX.GI,标普500,2006-07-12,1272.39,1273.31,1257.29,1258.6,1468276480,N/A,
SPX.GI,标普500,2006-07-13,1258.58,1258.58,1241.43,1242.29,1711626752,N/A,
SPX.GI,标普500,2006-07-14,1242.29,1242.7,1228.45,1236.2,1539426816,N/A,
SPX.GI,标普500,2006-07-17,1236.2,1240.07,1231.49,1234.49,1306030976,N/A,
SPX.GI,标普500,2006-07-18,1234.48,1239.86,1224.54,1236.86,1618984704,N/A,
SPX.GI,标普500,2006-07-19,1236.74,1261.81,1236.74,1259.81,1968649088,N/A,
SPX.GI,标普500,2006-07-20,1259.81,1262.56,1249.13,1249.13,1740022784,N/A,
SPX.GI,标普500,2006-07-21,1249.12,1250.96,1238.72,1240.29,2085158144,N/A,
SPX.GI,标普500,2006-07-24,1240.25,1262.5,1240.25,1260.91,1504895232,N/A,
SPX.GI,标普500,2006-07-25,1260.91,1272.39,1257.19,1268.88,1598928256,N/A,
SPX.GI,标普500,2006-07-26,1268.87,1273.89,1261.94,1268.4,1728339840,N/A,
SPX.GI,标普500,2006-07-27,1268.2,1275.85,1261.92,1263.2,1689513088,N/A,
SPX.GI,标普500,2006-07-28,1263.15,1280.42,1263.15,1278.55,1503012992,N/A,
SPX.GI,标普500,2006-07-31,1278.53,1278.66,1274.31,1276.66,1403689088,N/A,
SPX.GI,标普500,2006-08-01,1276.66,1276.66,1265.71,1270.92,1229571456,N/A,
SPX.GI,标普500,2006-08-02,1270.73,1283.42,1270.73,1278.55,1353561600,N/A,
SPX.GI,标普500,2006-08-03,1278.22,1283.96,1271.25,1280.27,1438048256,N/A,
SPX.GI,标普500,2006-08-04,1280.26,1292.92,1273.82,1279.36,1374762752,N/A,
SPX.GI,标普500,2006-08-07,1279.31,1279.31,1273,1275.77,1075668736,N/A,
SPX.GI,标普500,2006-08-08,1275.67,1282.75,1268.37,1271.48,1276492800,N/A,
SPX.GI,标普500,2006-08-09,1271.13,1283.74,1264.73,1265.95,1435443712,N/A,
SPX.GI,标普500,2006-08-10,1265.72,1272.55,1261.3,1271.81,1212325760,N/A,
SPX.GI,标普500,2006-08-11,1271.64,1271.64,1262.08,1266.74,1038507904,N/A,
SPX.GI,标普500,2006-08-14,1266.67,1278.9,1266.67,1268.21,1147214336,N/A,
SPX.GI,标普500,2006-08-15,1268.19,1286.23,1268.19,1285.58,1249347200,N/A,
SPX.GI,标普500,2006-08-16,1285.27,1296.21,1285.27,1295.43,1368112128,N/A,
SPX.GI,标普500,2006-08-17,1295.37,1300.78,1292.71,1297.48,1322695296,N/A,
SPX.GI,标普500,2006-08-18,1297.48,1302.3,1293.57,1302.3,1238601984,N/A,
SPX.GI,标普500,2006-08-21,1302.3,1302.3,1295.51,1297.52,917141376,N/A,
SPX.GI,标普500,2006-08-22,1297.52,1302.49,1294.44,1298.82,1023846016,N/A,
SPX.GI,标普500,2006-08-23,1298.73,1301.5,1289.49,1292.99,942668800,N/A,
SPX.GI,标普500,2006-08-24,1292.97,1297.23,1291.4,1296.06,982140032,N/A,
SPX.GI,标普500,2006-08-25,1295.92,1298.88,1292.39,1295.09,853711808,N/A,
SPX.GI,标普500,2006-08-28,1295.09,1305.02,1293.97,1301.78,939677312,N/A,
SPX.GI,标普500,2006-08-29,1301.57,1305.02,1295.29,1304.28,1131615104,N/A,
SPX.GI,标普500,2006-08-30,1303.7,1306.74,1302.15,1304.27,1053645568,N/A,
SPX.GI,标普500,2006-08-31,1304.25,1306.11,1302.45,1303.82,1120542848,N/A,
SPX.GI,标普500,2006-09-01,1303.8,1312.03,1303.8,1311.01,909032256,N/A,
SPX.GI,标普500,2006-09-05,1310.94,1314.67,1308.82,1313.25,1098626944,N/A,
SPX.GI,标普500,2006-09-06,1313.04,1313.04,1299.28,1300.26,1174665216,N/A,
SPX.GI,标普500,2006-09-07,1300.21,1301.25,1292.13,1294.02,1232157824,N/A,
SPX.GI,标普500,2006-09-08,1294.02,1300.14,1294.02,1298.92,1046530944,N/A,
SPX.GI,标普500,2006-09-11,1298.86,1302.36,1290.93,1299.54,1292083200,N/A,
SPX.GI,标普500,2006-09-12,1299.53,1314.28,1299.53,1313.11,1474171776,N/A,
SPX.GI,标普500,2006-09-13,1312.74,1319.92,1311.12,1318.07,1339198080,N/A,
SPX.GI,标普500,2006-09-14,1318,1318,1313.25,1316.28,1206065920,N/A,
SPX.GI,标普500,2006-09-15,1316.28,1324.65,1316.28,1319.87,1948372352,N/A,
SPX.GI,标普500,2006-09-18,1319.85,1324.87,1318.16,1321.18,1222844544,N/A,
SPX.GI,标普500,2006-09-19,1321.17,1322.04,1312.17,1318.31,1266167040,N/A,
SPX.GI,标普500,2006-09-20,1318.28,1328.53,1318.28,1325.18,1432167424,N/A,
SPX.GI,标普500,2006-09-21,1324.89,1328.19,1315.45,1318.03,1379812224,N/A,
SPX.GI,标普500,2006-09-22,1318.03,1318.03,1310.94,1314.78,1170811904,N/A,
SPX.GI,标普500,2006-09-25,1314.78,1329.35,1311.58,1326.37,1422412928,N/A,
SPX.GI,标普500,2006-09-26,1326.35,1336.6,1325.3,1336.34,1421375744,N/A,
